Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D
3/4/2022,C,Northern Illinois,MAC,Ohio,H,"W, 58-57",90.8,86.2
3/4/2022,CT,San Diego,WCC,Portland,N,"L, 73-55",89.6,109.8
3/4/2022,C,St. Bonaventure,A10,Richmond,H,"W, 72-65",112.1,99.5
3/4/2022,CT,Portland,WCC,San Diego,N,"W, 73-55",113.4,96
3/4/2022,C,Utah St.,MWC,San Jose St.,A,"W, 75-52",106.3,90
3/4/2022,CT,Murray St.,OVC,Southeast Missouri S,N,"W, 88-74",122.2,97.7
3/4/2022,CT,Drake,MVC,Southern Illinois,N,"W, 65-52",107.1,88.7
3/4/2022,C,Richmond,A10,St. Bonaventure,A,"L, 72-65",107.7,103.5
3/4/2022,CT,East Tennessee St.,SC,The Citadel,N,"L, 84-76",98.8,113
3/4/2022,C,Bowling Green,MAC,Toledo,A,"L, 96-56",91.9,124.1
3/4/2022,CT,Charleston Southern,BSth,USC Upstate,N,"L, 72-62",78.1,105.6
3/4/2022,C,San Jose St.,MWC,Utah St.,H,"L, 75-52",91.9,104.7
3/4/2022,CT,Missouri St.,MVC,Valparaiso,N,"W, 67-58",95.1,84.7
3/4/2022,CT,Mercer,SC,Western Carolina,N,"W, 81-53",111.4,82.4
3/4/2022,C,Ball St.,MAC,Western Michigan,A,"W, 64-63",87.9,96.4
3/4/2022,CT,High Point,BSth,Winthrop,N,"L, 68-51",76,103.3
3/5/2022,C,Tarleton St.,WAC,Abilene Christian,A,"L, 61-56",91.3,94.5
3/5/2022,C,LSU,SEC,Alabama,H,"W, 80-77",109.1,93.7
3/5/2022,C,Southern,SWAC,Alabama A&M,A,"W, 50-49",76.4,83.8
3/5/2022,C,Grambling St.,SWAC,Alabama St.,A,"L, 78-75",101.7,116.5
3/5/2022,C,Arkansas Pine Bluff,SWAC,Alcorn St.,A,"L, 100-77",95.8,138.7
3/5/2022,CT,Georgia Southern,SB,Appalachian St.,N,"L, 73-60",89,110
3/5/2022,C,California,P12,Arizona,A,"L, 89-61",105.2,111.6
3/5/2022,C,Stanford,P12,Arizona St.,A,"L, 65-56",97.3,92.3
3/5/2022,C,Tennessee,SEC,Arkansas,H,"W, 78-74",123.9,88.3
3/5/2022,C,Alcorn St.,SWAC,Arkansas Pine Bluff,H,"W, 100-77",112.9,102.1
3/5/2022,CT,Georgia St.,SB,Arkansas St.,N,"W, 65-62",98.7,93.8
3/5/2022,C,South Carolina,SEC,Auburn,A,"L, 82-71",102.1,96.8
3/5/2022,C,Iowa St.,B12,Baylor,A,"L, 75-68",114.3,101.3
3/5/2022,CT,Liberty,ASun,Bellarmine,H,"L, 53-50",80.9,87
3/5/2022,C,Florida A&M,SWAC,Bethune Cookman,H,"W, 84-73",122.8,130.9
3/5/2022,C,Colorado St.,MWC,Boise St.,H,"W, 71-68",126.8,107.1
3/5/2022,C,Georgia Tech,ACC,Boston College,H,"W, 82-78",113.7,103
3/5/2022,C,Yale,Ivy,Brown,H,"W, 74-65",111.6,100.2
3/5/2022,C,Villanova,BE,Butler,A,"W, 78-59",124.4,85.1
3/5/2022,CT,San Francisco,WCC,BYU,N,"W, 75-63",109.7,85.5
3/5/2022,C,Lamar,WAC,Cal Baptist,H,"L, 78-66",101.1,131
3/5/2022,C,UC San Diego,BW,Cal Poly,A,"L, 80-76",128.8,140
3/5/2022,C,UC Irvine,BW,Cal St. Bakersfield,A,"W, 66-61",101.8,103.3
3/5/2022,C,UC Davis,BW,Cal St. Fullerton,A,"L, 62-59",85.4,87.6
3/5/2022,C,Hawaii,BW,Cal St. Northridge,A,"W, 84-62",114,109.6
3/5/2022,C,Arizona,P12,California,H,"W, 89-61",135.5,98.6
3/5/2022,C,Siena,MAAC,Canisius,A,"L, 67-64",89.3,103.8
3/5/2022,C,Southern Miss,CUSA,Charlotte,H,"L, 70-67",97.1,110.1
3/5/2022,CT,The Citadel,SC,Chattanooga,N,"L, 71-66",100.2,104.8
3/5/2022,C,Seattle,WAC,Chicago St.,H,"W, 74-66",105.8,119.3
3/5/2022,C,Virginia Tech,ACC,Clemson,A,"L, 63-59",103,93.3
3/5/2022,C,Utah,P12,Colorado,H,"L, 84-71",105.7,128.9
3/5/2022,C,Boise St.,MWC,Colorado St.,A,"L, 71-68",117.5,105.4
3/5/2022,C,Cornell,Ivy,Columbia,A,"W, 78-64",99.8,95.5
3/5/2022,C,DePaul,BE,Connecticut,A,"L, 75-68",109,103.7
3/5/2022,C,Columbia,Ivy,Cornell,H,"L, 78-64",83.8,110.6
3/5/2022,C,Seton Hall,BE,Creighton,A,"W, 65-60",108.7,90.7
3/5/2022,C,Harvard,Ivy,Dartmouth,H,"L, 76-54",77.1,112.1
3/5/2022,C,Dayton,A10,Davidson,H,"W, 82-76",129.6,112.8
3/5/2022,C,Davidson,A10,Dayton,A,"L, 82-76",138.1,120.5
3/5/2022,CT,North Dakota St.,Sum,Denver,N,"W, 82-62",101.2,99
3/5/2022,C,Connecticut,BE,DePaul,H,"W, 75-68",117.7,98.2
3/5/2022,CT,Missouri St.,MVC,Drake,N,"L, 79-78",112.5,103.8
3/5/2022,C,North Carolina,ACC,Duke,A,"W, 94-81",130.9,93.2
3/5/2022,C,La Salle,A10,Duquesne,A,"W, 85-76",126.8,118.5
3/5/2022,C,Wichita St.,Amer,East Carolina,H,"W, 70-62",100.9,91.7
3/5/2022,C,Portland St.,BSky,Eastern Washington,A,"L, 83-75",98.7,107.5
3/5/2022,C,Florida Atlantic,CUSA,FIU,H,"W, 84-76",111.8,105.9
3/5/2022,C,Kentucky,SEC,Florida,A,"W, 71-63",117.2,84.1
3/5/2022,C,Bethune Cookman,SWAC,Florida A&M,A,"L, 84-73",113.7,142.5
3/5/2022,C,FIU,CUSA,Florida Atlantic,A,"L, 84-76",101.2,113.3
3/5/2022,C,North Carolina St.,ACC,Florida St.,A,"L, 89-76",115.5,123.8
3/5/2022,C,George Washington,A10,Fordham,A,"L, 70-66",105.5,109.8
3/5/2022,C,Wyoming,MWC,Fresno St.,H,"W, 68-64",111.9,95.8
3/5/2022,CT,Mercer,SC,Furman,N,"L, 80-66",108.7,123.4
3/5/2022,CT,Winthrop,BSth,Gardner Webb,N,"W, 76-67",119.6,108.4
3/5/2022,C,Massachusetts,A10,George Mason,A,"W, 83-80",116.7,108.4
3/5/2022,C,Fordham,A10,George Washington,H,"W, 70-66",99.2,100.4
3/5/2022,C,Xavier,BE,Georgetown,H,"W, 97-75",128.4,101.3
3/5/2022,C,Missouri,SEC,Georgia,H,"W, 79-69",105.2,106.1
3/5/2022,CT,Appalachian St.,SB,Georgia Southern,N,"W, 73-60",108.2,92.3
3/5/2022,CT,Arkansas St.,SB,Georgia St.,N,"L, 65-62",93.3,97.3
3/5/2022,C,Boston College,ACC,Georgia Tech,A,"L, 82-78",109.4,111.6
3/5/2022,C,Alabama St.,SWAC,Grambling St.,H,"W, 78-75",104.8,122.7
3/5/2022,C,Utah Tech,WAC,Grand Canyon,A,"L, 70-53",85,91.1
3/5/2022,C,Dartmouth,Ivy,Harvard,A,"W, 76-54",107.3,80
3/5/2022,C,Cal St. Northridge,BW,Hawaii,H,"L, 84-62",101.5,125.2
3/5/2022,C,McNeese St.,Slnd,Houston Christian,A,"L, 149-144",114,134.9
3/5/2022,C,Northern Arizona,BSky,Idaho,A,"L, 78-69",93.4,115.1
3/5/2022,C,Texas A&M Corpus Chr,Slnd,Incarnate Word,A,"W, 77-68",107.4,118.8
3/5/2022,C,Purdue,B10,Indiana,H,"W, 69-67",118.6,96.7
3/5/2022,C,Quinnipiac,MAAC,Iona,A,"L, 79-61",91.8,104.9
3/5/2022,C,Baylor,B12,Iowa St.,H,"W, 75-68",135,102.6
3/5/2022,C,Mississippi Valley S,SWAC,Jackson St.,A,"L, 76-69",100.9,119.2
3/5/2022,CT,Jacksonville St.,ASun,Jacksonville,H,"L, 54-51",85.3,89.8
3/5/2022,CT,Jacksonville,ASun,Jacksonville St.,A,"W, 54-51",88.3,80.9
3/5/2022,C,Texas,B12,Kansas,A,"L, 70-63",100.9,78.6
3/5/2022,C,Oklahoma,B12,Kansas St.,A,"W, 78-71",124.7,99.6
3/5/2022,C,Florida,SEC,Kentucky,H,"L, 71-63",96.8,95.3
3/5/2022,C,Duquesne,A10,La Salle,H,"L, 85-76",113,139.9
3/5/2022,C,Cal Baptist,WAC,Lamar,A,"W, 78-66",116.3,113.6
3/5/2022,CT,Bellarmine,ASun,Liberty,A,"W, 53-50",93.7,84.5
3/5/2022,CT,Troy,SB,Little Rock,N,"W, 69-62",104.7,109.2
3/5/2022,CT,Wagner,NEC,LIU Brooklyn,H,"W, 82-62",115,94.4
3/5/2022,C,UC Riverside,BW,Long Beach St.,A,"L, 73-72",107.4,105.6
3/5/2022,CT,USC Upstate,BSth,Longwood,N,"L, 79-70",110.1,111.3
3/5/2022,CT,Texas St.,SB,Louisiana Lafayette,N,"L, 79-72",100.5,112.5
3/5/2022,C,UAB,CUSA,Louisiana Tech,H,"W, 87-74",128.5,108.6
3/5/2022,C,Virginia,ACC,Louisville,A,"W, 71-61",125.5,98.4
3/5/2022,CT,Northern Iowa,MVC,Loyola Chicago,N,"L, 66-43",75.9,93.4
3/5/2022,C,Alabama,SEC,LSU,A,"L, 80-77",120.3,100.8
3/5/2022,C,Niagara,MAAC,Marist,H,"W, 83-52",114.8,90.7
3/5/2022,C,Western Kentucky,CUSA,Marshall,H,"W, 78-69",103.7,99.4
3/5/2022,C,George Mason,A10,Massachusetts,H,"L, 83-80",100.6,105.4
3/5/2022,C,Houston Christian,Slnd,McNeese St.,H,"W, 149-144",116.2,132.2
3/5/2022,CT,Furman,SC,Mercer,N,"W, 80-66",133.3,105.2
3/5/2022,C,Syracuse,ACC,Miami FL,H,"L, 75-72",112.4,97.2
3/5/2022,C,Old Dominion,CUSA,Middle Tennessee,H,"W, 68-64",107.1,97.7
3/5/2022,C,Vanderbilt,SEC,Mississippi,A,"W, 63-61",99.9,90.8
3/5/2022,C,Texas A&M,SEC,Mississippi St.,H,"W, 67-64",113,89.8
3/5/2022,C,Jackson St.,SWAC,Mississippi Valley S,H,"W, 76-69",96.3,111
3/5/2022,C,Georgia,SEC,Missouri,A,"L, 79-69",112.6,112.1
3/5/2022,CT,Drake,MVC,Missouri St.,N,"W, 79-78",110.6,99.2
3/5/2022,C,Rider,MAAC,Monmouth,H,"W, 74-65",118.2,105.1
3/5/2022,C,Sacramento St.,BSky,Montana,A,"W, 72-71",110.5,114.1
3/5/2022,C,Northern Colorado,BSky,Montana St.,A,"L, 87-85",111.5,108.1
3/5/2022,CT,Murray St.,OVC,Morehead St.,N,"W, 71-67",112.4,102.9
3/5/2022,CT,Bryant,NEC,Mount St. Mary's,H,"W, 70-69",105.1,115.8
3/5/2022,CT,Morehead St.,OVC,Murray St.,N,"L, 71-67",110,100.3
3/5/2022,CT,South Dakota St.,Sum,Nebraska Omaha,N,"W, 87-79",113.5,123.9
3/5/2022,C,San Diego St.,MWC,Nevada,A,"W, 79-78",113.9,100.7
3/5/2022,C,UNLV,MWC,New Mexico,A,"L, 76-67",89.4,104.3
3/5/2022,C,Utah Valley,WAC,New Mexico St.,A,"L, 62-46",80.4,91.5
3/5/2022,C,Nicholls St.,Slnd,New Orleans,H,"W, 92-85",104.6,107.4
3/5/2022,C,Marist,MAAC,Niagara,A,"L, 83-52",88.3,121
3/5/2022,C,New Orleans,Slnd,Nicholls St.,A,"L, 92-85",100.3,111.1
3/5/2022,C,Duke,ACC,North Carolina,H,"L, 94-81",122.4,109.8
3/5/2022,C,Florida St.,ACC,North Carolina St.,H,"W, 89-76",124.6,104.1
3/5/2022,CT,Denver,Sum,North Dakota St.,N,"L, 82-62",97.1,110.4
3/5/2022,C,UTEP,CUSA,North Texas,H,"W, 70-68",123.9,98
3/5/2022,CT,William & Mary,CAA,Northeastern,N,"L, 68-63",88.1,96
3/5/2022,C,Idaho,BSky,Northern Arizona,H,"W, 78-69",100.8,112.5
3/5/2022,C,Montana St.,BSky,Northern Colorado,H,"W, 87-85",100.8,106.9
3/5/2022,CT,Loyola Chicago,MVC,Northern Iowa,N,"W, 66-43",97.7,63.6
3/5/2022,C,Southeastern Louisia,Slnd,Northwestern St.,A,"W, 85-80",97.7,103.3
3/5/2022,C,Pittsburgh,ACC,Notre Dame,A,"L, 78-54",93.3,108.2
3/5/2022,C,Kansas St.,B12,Oklahoma,H,"L, 78-71",116,109.8
3/5/2022,C,Texas Tech,B12,Oklahoma St.,A,"L, 52-51",97.5,80.6
3/5/2022,C,Middle Tennessee,CUSA,Old Dominion,A,"L, 68-64",101.4,105.6
3/5/2022,C,Washington St.,P12,Oregon,H,"W, 94-74",131.4,96.2
3/5/2022,C,Washington,P12,Oregon St.,H,"W, 78-67",104.5,93.4
3/5/2022,C,Princeton,Ivy,Penn,A,"W, 93-70",130.1,105.8
3/5/2022,C,Notre Dame,ACC,Pittsburgh,H,"W, 78-54",120.8,91.2
3/5/2022,CT,Santa Clara,WCC,Portland,N,"W, 91-67",117.4,86.1
3/5/2022,C,Eastern Washington,BSky,Portland St.,H,"W, 83-75",107.6,111.7
3/5/2022,C,Texas Southern,SWAC,Prairie View A&M,H,"W, 78-77",101.8,108.4
3/5/2022,C,Penn,Ivy,Princeton,H,"L, 93-70",105.2,127.9
3/5/2022,C,Indiana,B10,Purdue,A,"L, 69-67",106.8,89.3
3/5/2022,C,Iona,MAAC,Quinnipiac,H,"W, 79-61",104,88.8
3/5/2022,C,UTSA,CUSA,Rice,H,"W, 82-71",105.9,100.3
3/5/2022,C,Monmouth,MAAC,Rider,A,"L, 74-65",103.4,121.8
3/5/2022,C,Montana,BSky,Sacramento St.,H,"L, 72-71",105,123.2
3/5/2022,C,Rhode Island,A10,Saint Joseph's,A,"L, 70-60",96.8,106.7
3/5/2022,C,VCU,A10,Saint Louis,A,"L, 69-65",96,98.7
3/5/2022,C,Fairfield,MAAC,Saint Peter's,A,"L, 57-41",74.6,86
3/5/2022,CT,UNC Greensboro,SC,Samford,N,"L, 66-64",102.8,120.2
3/5/2022,C,Nevada,MWC,San Diego St.,H,"L, 79-78",122.6,113.1
3/5/2022,CT,BYU,WCC,San Francisco,N,"L, 75-63",99.7,97.4
3/5/2022,CT,Portland,WCC,Santa Clara,N,"L, 91-67",88.7,109.1
3/5/2022,C,Chicago St.,WAC,Seattle,A,"L, 74-66",118.5,121.2
3/5/2022,C,Creighton,BE,Seton Hall,H,"L, 65-60",101.8,95
3/5/2022,C,Canisius,MAAC,Siena,H,"W, 67-64",96.1,96
3/5/2022,C,Auburn,SEC,South Carolina,H,"W, 82-71",114.7,91.7
3/5/2022,CT,Nebraska Omaha,Sum,South Dakota St.,N,"L, 87-79",115.6,116
3/5/2022,C,Northwestern St.,Slnd,Southeastern Louisia,H,"L, 85-80",89.8,109.1
3/5/2022,C,Alabama A&M,SWAC,Southern,H,"L, 50-49",72.6,81.4
3/5/2022,C,Charlotte,CUSA,Southern Miss,A,"W, 70-67",104.3,108.9
3/5/2022,C,Weber St.,BSky,Southern Utah,H,"L, 80-70",96.1,107.5
3/5/2022,C,Marquette,BE,St. John's,H,"W, 85-77",111.4,90.2
3/5/2022,C,Arizona St.,P12,Stanford,H,"W, 65-56",94.1,86.5
3/5/2022,C,UT Rio Grande Valley,WAC,Stephen F. Austin,H,"L, 93-63",92.5,127.8
3/5/2022,C,Miami FL,ACC,Syracuse,A,"W, 75-72",108.9,94.7
3/5/2022,C,Abilene Christian,WAC,Tarleton St.,H,"W, 61-56",97.2,91.4
3/5/2022,C,West Virginia,B12,TCU,H,"W, 70-64",106.6,84.2
3/5/2022,C,Arkansas,SEC,Tennessee,A,"L, 78-74",110.3,101
3/5/2022,C,Kansas,B12,Texas,H,"W, 70-63",102.9,81.8
3/5/2022,C,Mississippi St.,SEC,Texas A&M,A,"L, 67-64",103.7,98.9
3/5/2022,C,Incarnate Word,Slnd,Texas A&M Corpus Chr,H,"L, 77-68",109,130.1
3/5/2022,C,Prairie View A&M,SWAC,Texas Southern,A,"L, 78-77",106.2,111.7
3/5/2022,CT,Louisiana Lafayette,SB,Texas St.,N,"W, 79-72",111.9,97
3/5/2022,C,Oklahoma St.,B12,Texas Tech,H,"W, 52-51",97.1,77.7
3/5/2022,CT,Chattanooga,SC,The Citadel,N,"W, 71-66",105,96.7
3/5/2022,CT,Little Rock,SB,Troy,N,"L, 69-62",105.4,119.2
3/5/2022,C,Louisiana Tech,CUSA,UAB,A,"L, 87-74",114.5,112.2
3/5/2022,C,Cal St. Fullerton,BW,UC Davis,H,"W, 62-59",88.7,90.3
3/5/2022,C,Cal St. Bakersfield,BW,UC Irvine,H,"L, 66-61",103.6,111.5
3/5/2022,C,Long Beach St.,BW,UC Riverside,H,"W, 73-72",107,109.3
3/5/2022,C,Cal Poly,BW,UC San Diego,H,"W, 80-76",119.1,132.7
3/5/2022,C,USC,P12,UCLA,A,"L, 75-68",115.1,99.7
3/5/2022,CT,Samford,SC,UNC Greensboro,N,"W, 66-64",123.7,106.8
3/5/2022,C,New Mexico,MWC,UNLV,H,"W, 76-67",112.3,87.2
3/5/2022,C,UCLA,P12,USC,H,"W, 75-68",120.1,97.7
3/5/2022,CT,Longwood,BSth,USC Upstate,N,"W, 79-70",107.7,112.7
3/5/2022,C,Stephen F. Austin,WAC,UT Rio Grande Valley,A,"W, 93-63",115.7,92.4
3/5/2022,C,Colorado,P12,Utah,A,"W, 84-71",133,95.6
3/5/2022,C,Grand Canyon,WAC,Utah Tech,H,"W, 70-53",92.1,86.7
3/5/2022,C,New Mexico St.,WAC,Utah Valley,H,"W, 62-46",100.2,76
3/5/2022,C,North Texas,CUSA,UTEP,A,"L, 70-68",102.8,113.5
3/5/2022,C,Rice,CUSA,UTSA,A,"L, 82-71",97.6,124.2
3/5/2022,C,Mississippi,SEC,Vanderbilt,H,"L, 63-61",101.7,92.8
3/5/2022,C,Saint Louis,A10,VCU,H,"W, 69-65",120.3,92.1
3/5/2022,C,Butler,BE,Villanova,H,"L, 78-59",93.6,103.6
3/5/2022,C,Louisville,ACC,Virginia,H,"L, 71-61",106.6,115
3/5/2022,C,Clemson,ACC,Virginia Tech,H,"W, 63-59",107.2,87.6
3/5/2022,CT,Wofford,SC,VMI,N,"W, 68-66",98.7,96.3
3/5/2022,CT,LIU Brooklyn,NEC,Wagner,A,"L, 82-62",93.1,119.3
3/5/2022,C,Oregon St.,P12,Washington,A,"L, 78-67",100,109.6
3/5/2022,C,Oregon,P12,Washington St.,A,"L, 94-74",113.3,120.5
3/5/2022,C,Southern Utah,BSky,Weber St.,A,"W, 80-70",109.4,100.4
3/5/2022,C,TCU,B12,West Virginia,A,"L, 70-64",95.2,90.4
3/5/2022,C,Marshall,CUSA,Western Kentucky,A,"L, 78-69",98.1,104.1
3/5/2022,C,East Carolina,Amer,Wichita St.,A,"L, 70-62",97.6,98.8
3/5/2022,CT,Northeastern,CAA,William & Mary,N,"W, 68-63",87.6,99.8
3/5/2022,CT,Gardner Webb,BSth,Winthrop,N,"L, 76-67",100.1,109.8
3/5/2022,CT,VMI,SC,Wofford,N,"L, 68-66",104,103.2
3/5/2022,C,Fresno St.,MWC,Wyoming,A,"L, 68-64",103.4,97
3/5/2022,C,Georgetown,BE,Xavier,A,"L, 97-75",108.7,121.1
3/5/2022,C,Brown,Ivy,Yale,A,"L, 74-65",101.2,116.3
3/6/2022,CT,Hartford,AE,Albany,H,"W, 61-49",90.6,84.1
3/6/2022,CT,Georgia St.,SB,Appalachian St.,N,"W, 71-66",114.4,103
3/6/2022,CT,New Hampshire,AE,Binghamton,H,"L, 72-69",99,118.1
3/6/2022,CT,Navy,Pat,Boston University,H,"W, 85-80",112,114.5
3/6/2022,CT,Wofford,SC,Chattanooga,N,"L, 79-56",97.1,120.2
3/6/2022,CT,Lehigh,Pat,Colgate,A,"L, 81-61",90.8,110
3/6/2022,CT,Hofstra,CAA,College of Charlesto,N,"L, 92-76",102.5,125.2
3/6/2022,CT,Drexel,CAA,Delaware,N,"L, 66-56",82.3,94.2
3/6/2022,CT,Loyola Chicago,MVC,Drake,N,"W, 64-58",93,79.7
3/6/2022,CT,Delaware,CAA,Drexel,N,"W, 66-56",98.8,81.7
3/6/2022,CT,UNC Wilmington,CAA,Elon,N,"W, 75-58",115.3,109.5
3/6/2022,CT,Samford,SC,Furman,N,"L, 71-68",108.1,96.7
3/6/2022,CT,Appalachian St.,SB,Georgia St.,N,"L, 71-66",105.3,111.8
3/6/2022,CT,Albany,AE,Hartford,A,"L, 61-49",69.7,92
3/6/2022,CT,College of Charlesto,CAA,Hofstra,N,"W, 92-76",126.9,95.4
3/6/2022,C,Memphis,Amer,Houston,H,"W, 75-61",132.8,77.6
3/6/2022,C,Iowa,B10,Illinois,A,"L, 74-72",115,92.4
3/6/2022,C,Illinois,B10,Iowa,H,"W, 74-72",106.5,88.3
3/6/2022,CT,Colgate,Pat,Lehigh,H,"W, 81-61",107.5,96.2
3/6/2022,CT,Winthrop,BSth,Longwood,N,"L, 79-58",86.4,118.8
3/6/2022,CT,Troy,SB,Louisiana Lafayette,N,"L, 66-57",82.9,99.7
3/6/2022,CT,Drake,MVC,Loyola Chicago,N,"L, 64-58",93.5,86.1
3/6/2022,C,Michigan St.,B10,Maryland,H,"W, 77-67",118.4,88.4
3/6/2022,C,Houston,Amer,Memphis,A,"L, 75-61",97.6,104.6
3/6/2022,C,Ohio St.,B10,Michigan,H,"L, 75-69",112.3,103
3/6/2022,C,Maryland,B10,Michigan St.,A,"L, 77-67",99.5,105.4
3/6/2022,C,Northwestern,B10,Minnesota,H,"W, 75-62",109.1,81.3
3/6/2022,CT,Boston University,Pat,Navy,A,"L, 85-80",125,130.2
3/6/2022,C,Wisconsin,B10,Nebraska,H,"L, 74-73",107.7,107.5
3/6/2022,CT,Binghamton,AE,New Hampshire,A,"W, 72-69",101.7,101.8
3/6/2022,CT,Vermont,AE,NJIT,H,"W, 98-59",135.5,107.8
3/6/2022,CT,Towson,CAA,Northeastern,N,"W, 68-61",102.5,99.9
3/6/2022,C,Minnesota,B10,Northwestern,A,"L, 75-62",89.2,104.2
3/6/2022,C,Michigan,B10,Ohio St.,A,"W, 75-69",119.1,93.6
3/6/2022,C,Western Illinois,Sum,Oral Roberts,N,"L, 80-68",92.1,110.5
3/6/2022,C,Rutgers,B10,Penn St.,H,"W, 59-58",106.4,88.9
3/6/2022,C,Penn St.,B10,Rutgers,A,"L, 59-58",96.1,96.2
3/6/2022,CT,Furman,SC,Samford,N,"W, 71-68",105.7,106.3
3/6/2022,C,Tulane,Amer,SMU,A,"L, 74-68",108.7,99.4
3/6/2022,CT,UMKC,Sum,South Dakota,N,"L, 74-61",91.4,107.1
3/6/2022,C,Temple,Amer,South Florida,H,"W, 75-47",112.8,86.9
3/6/2022,C,South Florida,Amer,Temple,A,"L, 75-47",82.1,106.8
3/6/2022,CT,Northeastern,CAA,Towson,N,"L, 68-61",98.5,96.7
3/6/2022,CT,Louisiana Lafayette,SB,Troy,N,"W, 66-57",100.6,86.7
3/6/2022,C,SMU,Amer,Tulane,H,"W, 74-68",107.9,93.6
3/6/2022,C,UCF,Amer,Tulsa,A,"L, 73-72",107.6,99.4
3/6/2022,C,Tulsa,Amer,UCF,H,"W, 73-72",104.2,103.9
3/6/2022,CT,UMBC,AE,UMass Lowell,H,"W, 93-85",116.6,119.1
3/6/2022,CT,UMass Lowell,AE,UMBC,A,"L, 93-85",103.1,116.5
3/6/2022,CT,South Dakota,Sum,UMKC,N,"W, 74-61",107.6,97.8
3/6/2022,CT,Elon,CAA,UNC Wilmington,N,"L, 75-58",104.6,116.6
3/6/2022,CT,NJIT,AE,Vermont,A,"L, 98-59",99.1,132.7
3/6/2022,C,Oral Roberts,Sum,Western Illinois,N,"W, 80-68",112.3,101.7
3/6/2022,CT,Longwood,BSth,Winthrop,N,"W, 79-58",119.4,85.9
3/6/2022,C,Nebraska,B10,Wisconsin,A,"W, 74-73",122.5,100.5
3/6/2022,CT,Chattanooga,SC,Wofford,N,"W, 79-56",127.2,89.7
3/7/2022,CT,Furman,SC,Chattanooga,N,"L, 64-63",105.3,95.2
3/7/2022,CT,Wright St.,Horz,Cleveland St.,N,"W, 82-67",112.3,92.2
3/7/2022,CT,UNC Wilmington,CAA,College of Charlesto,N,"W, 60-57",92.9,84.9
3/7/2022,CT,Towson,CAA,Delaware,N,"L, 69-56",88.3,103.1
3/7/2022,CT,Northern Kentucky,Horz,Fort Wayne,N,"W, 57-43",82.3,64.8
3/7/2022,CT,Chattanooga,SC,Furman,N,"W, 64-63",99.8,90.1
3/7/2022,CT,Louisiana Lafayette,SB,Georgia St.,N,"L, 80-71",115.4,127.5
3/7/2022,CT,San Francisco,WCC,Gonzaga,N,"L, 81-71",105.3,99.5
3/7/2022,CT,Georgia St.,SB,Louisiana Lafayette,N,"W, 80-71",127.8,112.3
3/7/2022,CT,Oral Roberts,Sum,North Dakota St.,N,"L, 92-72",102.1,130.7
3/7/2022,CT,Fort Wayne,Horz,Northern Kentucky,N,"L, 57-43",63.3,83.6
3/7/2022,CT,North Dakota St.,Sum,Oral Roberts,N,"W, 92-72",121,95.5
3/7/2022,CT,Santa Clara,WCC,Saint Mary's,N,"L, 75-72",120.4,112.2
3/7/2022,CT,Gonzaga,WCC,San Francisco,N,"W, 81-71",128.6,85.9
3/7/2022,CT,South Dakota St.,Sum,South Dakota,N,"W, 83-60",130.4,95.7
3/7/2022,CT,South Dakota,Sum,South Dakota St.,N,"L, 83-60",95.7,122.8
3/7/2022,CT,Delaware,CAA,Towson,N,"W, 69-56",111.5,84.1
3/7/2022,CT,College of Charlesto,CAA,UNC Wilmington,N,"L, 60-57",86.4,90.4
3/7/2022,CT,Cleveland St.,Horz,Wright St.,N,"L, 82-67",90.3,111.6
3/8/2022,CT,Jacksonville,ASun,Bellarmine,A,"L, 77-72",112.9,128.6
3/8/2022,CT,Pittsburgh,ACC,Boston College,N,"L, 66-46",81.9,105.6
3/8/2022,CT,Wagner,NEC,Bryant,A,"L, 70-43",64.4,107.3
3/8/2022,CT,UT Rio Grande Valley,WAC,Cal Baptist,N,"L, 81-80",105.7,116.7
3/8/2022,CT,UC Davis,BW,Cal Poly,N,"W, 63-53",89.5,89.1
3/8/2022,CT,Cal St. Northridge,BW,Cal St. Bakersfield,N,"L, 58-45",78.6,102
3/8/2022,CT,Cal St. Bakersfield,BW,Cal St. Northridge,N,"W, 58-45",89.5,90.4
3/8/2022,CT,Fairfield,MAAC,Canisius,N,"W, 72-50",100,80.2
3/8/2022,CT,Utah Valley,WAC,Chicago St.,N,"W, 69-47",98.3,86.6
3/8/2022,CT,North Carolina St.,ACC,Clemson,N,"L, 70-64",94.2,93.9
3/8/2022,CT,UNC Wilmington,CAA,Delaware,N,"L, 59-55",90.6,89.4
3/8/2022,CT,Canisius,MAAC,Fairfield,N,"L, 72-50",74.6,105.7
3/8/2022,CT,Marshall,CUSA,FIU,N,"W, 74-62",101.6,93.1
3/8/2022,CT,Louisville,ACC,Georgia Tech,N,"W, 84-74",131.8,107
3/8/2022,CT,Bellarmine,ASun,Jacksonville,H,"W, 77-72",140.1,122.8
3/8/2022,CT,Georgia Tech,ACC,Louisville,N,"L, 84-74",109.4,125.1
3/8/2022,CT,Rider,MAAC,Manhattan,N,"W, 79-67",107.6,98.4
3/8/2022,CT,Quinnipiac,MAAC,Marist,N,"W, 77-52",116,89.8
3/8/2022,CT,FIU,CUSA,Marshall,N,"L, 74-62",85.1,107.4
3/8/2022,CT,Clemson,ACC,North Carolina St.,N,"W, 70-64",98.4,84.8
3/8/2022,CT,South Dakota St.,Sum,North Dakota St.,N,"W, 75-69",111.5,101.1
